date,open,high,low,close,volume
19-04-2022,3550,3563.55,3439.15,3471.9,3170014
18-04-2022,3610,3610,3522.5,3528.05,3820792
13-04-2022,3707,3709.85,3655.55,3661.95,1621672
12-04-2022,3683,3739,3648.35,3691.1,4483476
11-04-2022,3690,3712.35,3656.1,3696.4,2291660
08-04-2022,3690,3705,3642.5,3685.65,2296773
07-04-2022,3745.5,3745.5,3679,3684.15,2494829
06-04-2022,3809.3,3809.3,3731.15,3755.35,2051729
05-04-2022,3772,3835.6,3772,3814.8,2314947
04-04-2022,3762,3780,3737.1,3770.35,1472994
01-04-2022,3748,3763,3728.05,3758.75,1387014
31-03-2022,3740,3754.65,3720.2,3739.95,2168110
30-03-2022,3738,3738,3706.2,3731.55,1583455
29-03-2022,3694.75,3722,3691,3705.35,2689063
28-03-2022,3695,3713,3661.2,3707.7,1760990
25-03-2022,3759.9,3779.5,3672,3707.45,1690133
24-03-2022,3700,3758.2,3695,3749.85,1879046
23-03-2022,3708,3729.8,3690,3712.4,1596195
22-03-2022,3640,3711,3625,3700.95,2907611
21-03-2022,3696,3713.95,3615,3626.7,2413831
17-03-2022,3696.6,3710,3660.3,3672.75,3600452
16-03-2022,3640.5,3668,3616.25,3655.9,3090475
15-03-2022,3659,3659,3585.4,3593.9,3651133
14-03-2022,3580,3648.35,3580,3643,1765688
11-03-2022,3603.25,3639.85,3592.85,3599.15,1623423
10-03-2022,3684,3684,3615,3620.95,2005441
09-03-2022,3605,3654,3597.05,3632.6,2719654
08-03-2022,3460,3609,3460,3599.95,3300992
07-03-2022,3450,3548,3431.55,3484.9,3054130
04-03-2022,3501.5,3561.2,3487.05,3524.35,2370257
03-03-2022,3562.85,3578.6,3530.1,3544.4,1928039
02-03-2022,3552.5,3571.95,3506,3546.15,2761341
28-02-2022,3490,3563.75,3455.9,3554.2,3288942
25-02-2022,3468,3530,3462,3520.75,2549723
24-02-2022,3474,3483.85,3391.1,3401.65,5039136
23-02-2022,3611,3622.9,3555.65,3563.8,2426203
22-02-2022,3650,3667.9,3570,3586.4,5408531
21-02-2022,3810,3827.8,3705.55,3719.4,7465922
18-02-2022,3769,3815.95,3757.6,3793.9,3688883
17-02-2022,3825,3835,3779,3784.2,3134372
16-02-2022,3844,3854.1,3806,3813.1,3256906
15-02-2022,3786,3835,3748,3817.8,3931683
